Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Immunologic_signatures	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	200	37	0.002094915370423922	0.025580019259913156	SRSF10:CLIC4:DBT:SLC16A1:PPP1R15B:MAPKAPK2:HNRNPU-AS1:HNRNPU:PDZD8:ARL14EP:TAPBPL:BTG1:OAS2:CHAMP1:SLC1A5:TRMT6:EIF2S2:PARVG:RBM15B:RYBP:FILIP1L:TSC22D2:NDFIP1:MGAT1:POU5F1:TAP2:TAP2:MB21D1:TBPL1:MTHFD1L:METTL2B:ZHX2:PVT1:FAM203A:FAM203B:SLC25A51:NOL8:RP11-203J24.9:ST6GALNAC6:MID1IP1:TIMM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN
Immunologic_signatures	GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	200	37	0.002094915370423922	0.025580019259913156	MMACHC:FAM69A:SLC39A1:TMEM80:C11orf24:ALG10:DLST:BMF:C16orf72:DEXI:CX3CL1:WDR81:EIF4A1:ADORA2B:SMCR8:LRRC59:ZNF574:C2orf68:IMMT:FASTKD5:IFNGR2:SNRK:NRROS:MXD4:TNIP2:BEND4:USP46:ENC1:MED7:FAM8A1:NUS1:SLC25A32:LRRC14:TXN:ZBTB26:ZXDB:MECP2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP
Immunologic_signatures	GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	200	37	0.002094915370423922	0.025580019259913156	SLC2A1:RHOC:TROVE2:FUT11:C10orf88:FANCF:POU2AF1:CREBL2:PCED1B:PRR13:POLR1D:FBXO22:ZNF764:HERPUD1:UNC119:CNN2:VMAC:ZNF490:CEBPG:RPS19:LRRN4:GCAT:GLYCTK:SYNPR:GBE1:ARL13B:TRMT10C:PPM1K:RAB33B:ATXN1:TRAF3IP2:ZNF655:PMP2:MAF1:AUH:AP1S2:AR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP
Immunologic_signatures	GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	200	37	0.002094915370423922	0.025580019259913156	E2F2:CHML:ZWINT:CISD1:PTEN:PSMD13:CDCA5:C11orf82:PDZD3:ORMDL2:TMTC3:PSMA6:DNAAF2:FEM1B:FAM83G:CCDC124:TTC32:FANCL:SNRNP27:WDSUB1:RAE1:MIF:XBP1:EMID1:ACO2:ARL8B:NAA50:ELOVL6:FER:C6orf48:NUP43:MPP6:NDUFB2:PINX1:BAG4:COMMD5:WDR34	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN
Immunologic_signatures	GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP	200	37	0.002094915370423922	0.025580019259913156	NMNAT1:CLIC4:PEF1:HSD17B7:KIAA0040:PPP1R15B:CNIH4:IL2RA:CXCR5:CREBL2:ZC3H10:RAB21:ISCU:OAS2:GCH1:GABPB1:ARIH1:TSPAN3:SIAH1:MED31:ELP5:TLCD1:CCR7:MRPS7:UBALD2:CD226:ZBTB32:CDC42EP3:MRPS6:MX1:ARF4:ARL13B:TNIP2:PPM1K:IL15:GPBP1:TAP2:TAP2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP
Immunologic_signatures	GSE17721_CTRL_VS_LPS_4H_BMDC_UP	200	37	0.002094915370423922	0.025580019259913156	NDUFS5:RASSF5:HTATIP2:MRPL11:RPS3:ABCD2:RPS26:SRSF9:PABPN1:MGAT2:NGRN:PARD6A:C1QBP:CENPV:SLC25A39:HEXIM1:ARMC7:LMNB2:ELOF1:GCDH:PLEKHG2:CTB-60E11.4:GEMIN6:PCYOX1:ITGB2:SRRD:XBP1:BDH1:ELOVL6:PGRMC2:MRPL36:TMED9:ACOT13:NDUFA4:ALKBH4:PIK3CG:PAG1:TMEM203	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_4H_BMDC_UP
Immunologic_signatures	GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN	200	37	0.002094915370423922	0.025580019259913156	WASF2:CDKN2C:USF1:CSTF2T:PANK1:CUTC:DHX32:HTATIP2:RTN3:ABCD2:TMEM106C:CTDSP2:ISCU:RFXAP:PARP2:IL16:STARD5:WDR81:EVI2B:CD300A:UBALD2:B4GALT6:LYL1:CDC42EP3:PCYOX1:MCEE:BCL2L11:MZT2B:COMT:OSBPL11:PPM1K:ACOT13:SLC16A10:TMEM106B:BNIP3L:TMEM38B:CACFD1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN
Immunologic_signatures	GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP	200	37	0.002094915370423922	0.025580019259913156	SH3BGRL3:NDUFS5:LPGAT1:ENDOD1:TAGLN:EPSTI1:ANKRD10:TM9SF1:TM9SF1:MGAT2:ATP5S:SOCS4:EIF5A:CD300C:HEXDC:MPV17:MCEE:RNF181:RPL31:ZCCHC3:AL034548.1:PCNA:TPD52L2:COMT:UBE2E1:CMTM6:ACOX2:ATG3:FAM162A:OSBPL11:BDH1:SMIM14:STARD4:NQO2:MPP6:NDUFB2:PAG1:GCNT1:IDS:IDS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP
Immunologic_signatures	GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_DN	200	37	0.002094915370423922	0.025580019259913156	ISG15:CLIC4:FDPS:FCRLA:NTPCR:COA6:SLC25A28:UROS:MPEG1:UNC93B1:GLTP:ERP29:HEXA:UBFD1:HERPUD1:PSMC5:CANT1:OCEL1:PAFAH1B3:EPCAM:SH3BGR:SSTR3:ST6GAL1:SMIM14:HADH:DAP:TUBB2A:BMP6:HLA-DMB:BCKDHB:SFRP4:NAMPT:IRF5:SPIN1:ALG2:NEK6:DNASE1L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE7831_UNSTIM_VS_CPG_STIM_PDC_4H_DN
Immunologic_signatures	GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_UP	200	37	0.002094915370423922	0.025580019259913156	PITHD1:CNR2:THEMIS2:USF1:EXOC8:GPR137B:FANCF:MED19:NHLRC3:TMEM55B:ZBTB1:MOAP1:ADAL:PPIB:C17orf75:SKA2:CNN2:MFSD12:TMEM18:GCFC2:ZC3H8:ORMDL1:C2orf69:UBOX5:AP5S1:CBR3:BID:CRKL:CERK:BRK1:MBD4:RHOH:MBLAC2:ATG12:RP9:TMEM140:GDI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_UP
Immunologic_signatures	GSE27786_BCELL_VS_ERYTHROBLAST_UP	200	37	0.002094915370423922	0.025580019259913156	APITD1:RNF115:TRAF3IP3:CHML:PDLIM1:CACUL1:YIF1A:SUV420H1:MRPS31:MDP1:GSKIP:STARD5:NGRN:ACD:CFDP1:MED31:ZADH2:ALKBH7:PIGF:C2orf68:HNRNPA3:NABP1:NOP56:YWHAB:MRPS25:RAP2B:UBTD2:TAP2:TAP2:TAPBP:SRF:POLR1C:TRAF3IP2:ZDHHC4:IKZF1:PIK3CG:PPAPDC2:NOL8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE27786_BCELL_VS_ERYTHROBLAST_UP
Immunologic_signatures	GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP	200	37	0.002094915370423922	0.025580019259913156	STMN1:CD58:SYT11:SLAMF1:PTPLA:ZWINT:MRPL11:RAD51AP1:CLEC2D:RAB27A:IL32:CDR2:PLK1:P2RX5:SLC9A3R1:TK1:LMNB2:CENPA:PPM1G:TTC31:OLA1:PCNA:SNHG17:UBE2C:CCR8:CLDND1:CD38:HMGB2:EGR1:THG1L:ZBTB24:CHST12:DUSP4:GGH:PKIA:SNAPC3:CKS2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP
Immunologic_signatures	GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP	200	37	0.002094915370423922	0.025580019259913156	CTBS:SEC22B:LBR:IFITM3:TAF10:KBTBD4:KBTBD4:C11orf82:DCUN1D5:FDX1:ESD:SEL1L:EIF3J:FAM195A:COQ7:PARD6A:DYNLL2:ELOF1:ZBTB32:ZNF574:RPL18:FANCL:ZNF217:BID:IFT27:NUP50:ARL6:TIMMDC1:HINT1:WDR55:ATXN1:TSPYL4:NDUFA4:UTP23:CAAP1:FAM78A:PIN4:CXorf40A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP
Immunologic_signatures	GSE6269_HEALTHY_VS_FLU_INF_PBMC_UP	173	33	0.0021241201677496117	0.02587178364319027	RPL5:PBXIP1:RPS3AP5:BUB3:EIF3F:CYP2R1:EEF1G:CXCR5:RHOF:FOXO1:BTBD7:RPL4:IL16:RPL13:RPS28:UBA52:EIF3K:GLTSCR2:C2orf68:GLS:CERK:RPL24:RPS3A:KIAA0141:RPS14:RPL10A:EEF1A1P42:HMGN3:RPS12:CCR6:NSUN5:LINC00094:ARMCX6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE6269_HEALTHY_VS_FLU_INF_PBMC_UP
Immunologic_signatures	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN	187	35	0.0022212181674774664	0.02698696985523745	DNAJB4:S1PR1:IER5:IBA57:MEIG1:CSTF2T:ZBTB3:FUT4:SNRNP35:MIR17HG:FBXO33:NAA30:FAM98B:C17orf100:AC004706.1:SRSF1:KPNA2:SMIM7:ZNF850:ZNF227:ZNF256:FAM98A:WDR33:C2orf69:AP5S1:TRMT10C:TLR1:EGR1:BTN2A2:HCP5:KIAA1586:FBXO30:C6orf120:MCPH1:DUSP4:CKS2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_0.5H_CD4_TCELL_DN
Immunologic_signatures	GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_DN	194	36	0.0022592624795734206	0.027380912439009218	SH3BGRL3:TXNDC12:LPGAT1:HNRNPU-AS1:HNRNPU:ZNF37BP:COX15:RAD9A:LYRM5:RAB2B:DHRS4-AS1:DHRS4-AS1:TMED10:NAA60:NAA60:LRRC37A4P:POLG2:ABHD3:LINC00909:SAMD1:ZNF780A:TRAPPC12:PCBP1:ZNF337:PCGF3:HADH:DND1:MGAT1:ACOT13:C6orf106:TBCC:CHST12:ZNRF2:RALA:TRAM1:ATP6V1G1:MED22:SPIN4:DNASE1L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_DN
Immunologic_signatures	GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_DN	181	34	0.002391603877138194	0.028912888559348093	ZBTB48:NMNAT1:PLA2G2E:CNR2:GOLPH3L:THNSL1:NLRP10:MRPL49:BBS1:RNF169:IFFO1:BBS10:ZNF664:NHLRC3:CFL2:FAM195A:FAM210A:MIB1:B4GALT6:LYL1:NR2F6:ABHD8:ASB1:DNAJC5:CDPF1:ZNF445:SMIM14:FOXO3:ZNF12:SNAPC3:FBXW2:FAM78A:UCK1:C9orf116	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_DN
Immunologic_signatures	GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	188	35	0.0024357054739684147	0.02937316106231217	APITD1:UQCRH:FCRL5:B4GALT3:MRPS14:POU2AF1:GPRC5D:FKBP3:IGHM:PPIB:CCDC113:DERL2:GNG7:GADD45GIP1:ZBTB32:MCEE:SDF2L1:IGLL3P:XBP1:CRELD2:FGD5-AS1:C3orf52:FAIM:CD38:UGT2B17:UGT2B15:IGJ:PARM1:SLC7A11:SUB1:ZCCHC9:FAM174A:UBE2J1:GLCCI1:GGH	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN
Immunologic_signatures	GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP	195	36	0.0024724645672583928	0.029380115540689977	SRSF10:FHL3:C1orf56:ZNF672:ETV6:GLIPR1:PABPN1:KHNYN:NFKBIA:EIF5:STARD5:CCL22:CCR7:C5AR2:MOB1A:KYNU:BACH1:BID:LAMP3:CXCL13:SLC7A11:GK3P:RPS14:TNIP1:HLA-F:HCP5:LY6G6E:HLA-DPA1:HLA-DPB1:VEGFA:PNRC1:FOXO3:PBOV1:MSC:TRAF1:IDS:IDS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP
Immunologic_signatures	GSE36826_WT_VS_IL1R_KO_SKIN_DN	195	36	0.0024724645672583928	0.029380115540689977	SRSF10:SH3BGRL3:CD53:CD58:HIST2H2BE:VIM:BUB3:RHOG:PSMA1:PSMA1:LDHA:SLC3A2:YIF1A:PABPN1:KHNYN:MGAT2:CRIP1:CRIP1:STARD5:GADD45GIP1:ZNF614:PPP1CB:BACH1:LAMP3:SGCB:SLC7A11:NHP2:HCP5:SRF:VEGFA:ACTB:HNRNPA2B1:NAMPT:TES:MSC:TRAF1:IDS:IDS:GDI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE36826_WT_VS_IL1R_KO_SKIN_DN
Immunologic_signatures	GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	195	36	0.0024724645672583928	0.029380115540689977	CLIC4:MCOLN2:LINC01138:IER5:PPP1R15B:PDSS1:CLCF1:C12orf61:RHOF:PSMA6:NFKBIA:SAV1:GCH1:GPR132:CCL4:SOCS3:ID2:AC010980.2:SGPP2:IFNGR2:PTTG1IP:PIM3:SIAH2:RHOH:CCRN4L:ANKRD33B:TNFAIP8:TNIP1:HCP5:PNRC1:MARCKS:STX11:ZC3HAV1:TNFRSF10B:TP53INP1:TRAF1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN
Immunologic_signatures	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	195	36	0.0024724645672583928	0.029380115540689977	ISG15:CD58:SLAMF1:IL2RA:IFIT5:CACUL1:PRG3:AHNAK:RNF169:ETV6:EPSTI1:GCH1:LINC00341:SYNE3:PSMB10:IRF8:UNC119:PCTP:CD226:TREX1:WDR82:NXPE3:C3orf52:BTLA:PARP9:DTX3L:LAMP3:TNIP2:CD38:TLR1:PSMB9:STX11:NCF1C:DUSP4:PAG1:SUSD3:GPR174	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN
Immunologic_signatures	GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	195	36	0.0024724645672583928	0.029380115540689977	CDK11A:S1PR1:RPP38:LCOR:C10orf12:PDZD8:RAB11FIP2:USPL1:FOXO1:MIR17HG:NFKBIA:MOAP1:ADPGK:NGRN:SYNM:TTC19:CENPV:SMCR8:PIGW:DYNLL2:ADNP2:MED29:ZNF256:SNHG17:SRSF6:DTX3L:TNIP2:FAM200B:RHOH:TRAPPC13:CTC-534A2.2:JMY:TBCC:FAM46A:STK17A:LEPROTL1:NOL8:ZXDB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP
Immunologic_signatures	GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN	195	36	0.0024724645672583928	0.029380115540689977	RUNX3:EFNA3:EFNA3:IER5:RASSF5:MAPKAPK2:SRGN:FUT11:SLC3A2:GAPDH:LOH12CR1:PSMA6:NFKBIA:ZBTB1:ZNF267:DNAJA2:SNX20:CYLD:BANP:BID:CERK:FAM162A:SERP1:TIPARP:MAP3K13:ELL2:SAR1B:SRA1:BMP6:SLC35B2:INSIG1:ENTPD4:ZHX2:EIF2S3:DYNLT3:ARMCX3:RAB33A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN
Immunologic_signatures	GSE10500_ARTHRITIC_SYNOVIAL_FLUID_VS_HEALTHY_MACROPHAGE_UP	168	32	0.002513919393993166	0.02980003719594819	STMN1:UQCRH:C1orf85:TIMM17A:SDE2:DUSP5:FAU:RPS3:TAS2R14:ZNF839:TXNL4A:EIF3K:CENPA:VAMP8:HNRNPA3:ASB1:C21orf59:CERK:SUCLG2:OCIAD1:MRPL36:NSA2:NHP2:PSMB9:PFDN6:RPL10A:POLR1C:NDUFA4:POP7:MRPL15:TRAM1:EEF1D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE10500_ARTHRITIC_SYNOVIAL_FLUID_VS_HEALTHY_MACROPHAGE_UP
Immunologic_signatures	GSE16385_IFNG_TNF_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP	182	34	0.0026249721789593475	0.031040933145363936	SRSF10:NSUN4:RBM15:SLC39A1:FCRLA:CRB1:HNRNPU-AS1:HNRNPU:RP11-93H12.2:BUB3:PSMA1:PSMA1:ORMDL2:IKBIP:RAB2B:PIGH:STARD5:C15orf40:PLK1:PAFAH1B1:ELP5:LRRC37A4P:NACA2:ZNF271:ZNF565:ZNF155:ZNF17:ZNF586:CCDC142:AMER3:GLS:PAPSS1:TRAPPC13:CTC-534A2.2:EEF1A1:TTI2:CKS2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE16385_IFNG_TNF_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP
Immunologic_signatures	GSE14000_UNSTIM_VS_16H_LPS_DC_UP	196	36	0.002702756342054605	0.03157752733450848	KIAA2013:MINOS1:UQCRH:SLC25A44:CYB5R1:CISD1:EIF4EBP2:TMEM126A:SUOX:ARL6IP4:TIMM9:TMED10:RIN3:OIP5-AS1:DTWD1:IL16:TRAPPC2L:RPL19:ATP5H:C17orf89:EIF3K:SNX5:SMDT1:PARVG:RPL29:MBNL1:HADH:SPCS3:COX7C:PANK3:ATXN1:STYXL1:ARMC10:NDUFB6:LRRC8A:RPL7A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE14000_UNSTIM_VS_16H_LPS_DC_UP
Immunologic_signatures	GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	196	36	0.002702756342054605	0.03157752733450848	FBXO42:TMEM59:RBM8A:HIST2H2BE:ANP32E:SNX27:PRDX6:LCOR:C10orf12:RTN3:FAU:LINC00936:POLR1D:SETDB2:RBM23:GABPB1:NUDT21:DERL2:GPS2:MAP1S:XBP1:UBE2E1:ARF4:SAP30:SPCS3:TMED7:ATG12:NDFIP1:HLA-A:CD164:CBX3:EXOSC4:MAF1:ATP6V1G1:TRAF1:MAGT1:GDI1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN
Immunologic_signatures	GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN	196	36	0.002702756342054605	0.03157752733450848	BCL9:FDPS:C1orf85:IER5:ARPC5:NR5A2:HNRNPH3:IFITM2:DGAT2:CCND2:SUOX:RNF6:PSMA6:MEF2A:GDE1:SNTB2:PAFAH1B1:SOCS3:ID2:PPP1CB:MOB1A:EIF2S2:SRSF6:CHDH:CLDND1:KLF3:ELL2:STARD4:HSPA1B:SRF:POP7:NAMPT:CAV2:MTMR7:RGS20:TXN	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN
Immunologic_signatures	GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP	196	36	0.002702756342054605	0.03157752733450848	CLSTN1:NSL1:LBR:IRF2BP2:MRPL11:C11orf24:VPS26B:LYRM5:NHLRC3:OIP5-AS1:ZNF609:APRT:TRAPPC2L:TMEM256-PLSCR3:RNF135:PNPO:TXNL4A:OCEL1:PCYOX1:IFNAR1:CERK:TWF2:CCDC14:JMY:CTC-228N24.3:NHP2:MCUR1:HEBP2:PHF14:GSTK1:LEPROTL1:CCDC107:TRIM14:NDUFA8:RAB33A:TMLHE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP
Immunologic_signatures	GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	196	36	0.002702756342054605	0.03157752733450848	APITD1:FBXO42:MEX3A:ZBTB37:ZBED6:C12orf29:C12orf75:SACS:GCH1:DUT:COQ7:GDE1:TMEM170A:CCL4:PSMC3IP:ANKRD40:RNF125:TRIP10:SDF2L1:TTLL12:PIM3:MRPS25:TMEM41A:TNIP2:SLC7A11:ZCCHC9:GFOD1:KIFC1:TMEM70:DCAF10:ALG2:NEK6:RP11-203J24.9:ST6GALNAC6:SPIN4:RAB33A:ENOX2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN
Immunologic_signatures	GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN	190	35	0.0029185567639845216	0.033752087651578416	CLSTN1:E2F2:SLAMF1:C1orf192:VIM:SCD:NHLRC2:RCN1:ENDOD1:MSANTD4:PARP2:CHSY1:PCGF2:SLC1A5:NABP1:BID:XBP1:NEFH:CERK:CCR8:WDR82:CLDND1:GPR15:SKIL:MXD4:ST8SIA4:C5orf63:SLC22A5:TNIP1:MED7:OSBPL3:EIF4H:DUSP4:TMEM64:TP53INP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37301_PRO_BCELL_VS_RAG2_KO_NK_CELL_DN
Immunologic_signatures	GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_UP	197	36	0.0029512293389926943	0.033752087651578416	C1orf52:SDE2:PPIF:DUSP5:ZC3H12C:USP12:KLHL28:SAV1:ZBTB1:ZNF267:EIF5A:EIF4A1:GOSR1:CCL4:UBALD2:CHMP1B:ZNF627:ID2:CDC42EP3:SERTAD2:WDR33:SNX5:ZFAS1:IFNGR2:PIM3:CLDND1:FAM162A:ELL2:LINC00847:TUBB2A:HLA-DPA1:B3GAT2:SNHG5:PPP3CC:RP2:ELF4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_UP
Immunologic_signatures	GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_DN	197	36	0.0029512293389926943	0.033752087651578416	APITD1:STMN1:TXNDC12:RASSF5:BUB3:MS4A7:C11orf82:FDX1:ORMDL2:C12orf75:RNASE6:CALM1:CRIP1:CRIP1:PPIB:HERPUD1:MIS12:LASP1:KPNA2:CKAP2L:MYBL2:UBE2C:ITGB2:NUP50:CD38:IGJ:TRAPPC13:CTC-534A2.2:TMED7:TBCC:RPA3:TWISTNB:MDFIC:RAB11FIP1:GGH:CKS2:DNAJC25:AP1S2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_DN
Immunologic_signatures	GSE22919_RESTING_VS_IL2_IL12_IL15_STIM_NK_CELL_UP	197	36	0.0029512293389926943	0.033752087651578416	CLIC4:SNRNP40:ARV1:HNRNPU-AS1:HNRNPU:USMG5:RTN3:TAF1D:POLR1D:SPRYD7:TRMT61A:SNRPA1:FAM195A:APRT:EIF5A:CCL4:MFSD12:CLPP:PDCD5:SLC1A5:FAM98A:CEBPZ:SLC1A4:WDFY1:TPD52L2:NOL12:ARL8B:TMEM165:BRIX1:DIMT1:HINT1:SAR1B:SLC35A4:PANK3:UQCC2:PVT1:TIMM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22919_RESTING_VS_IL2_IL12_IL15_STIM_NK_CELL_UP
Immunologic_signatures	GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN	197	36	0.0029512293389926943	0.033752087651578416	NSL1:RPP38:UBE2D1:BNIP3:ZC3H12C:SUOX:DYRK2:DYNLL1:SETDB2:MZT1:MIR17HG:RAB2B:MNAT1:IGHG1:FAM214A:IMP3:PDPK1:PDPK2:SNX20:RNF125:SERTAD2:KYNU:PRKRA:NXT1:ATG3:NRROS:PPM1K:GPBP1:MRPS36:MBLAC2:MGAT1:GFOD1:TRIM27:RSBN1L:NAMPT:RAB11FIP1:AP1S2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_DN
Immunologic_signatures	GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN	197	36	0.0029512293389926943	0.033752087651578416	CLIC4:CTBS:NRAS:GOLPH3L:SLC39A1:SLAMF1:TOR1AIP2:IFRG15:ZNF281:PDSS1:LDHA:SDHAF2:AHNAK:DCUN1D5:CCND2:GPR180:RAP2A:SORD:DNAJA2:EIF5A:SOCS3:IKZF2:SNAP29:CMTM6:PDE12:PARP9:TNIP2:TLR1:AMACR:TNFAIP8:GM2A:ZNF346:BCKDHB:TRAF3IP2:GLCCI1:NAMPT:PRAF2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN
Immunologic_signatures	GSE17721_LPS_VS_POLYIC_8H_BMDC_DN	197	36	0.0029512293389926943	0.033752087651578416	ISG15:C1orf159:MCOLN2:MAN1A2:RNF115:VIM:SCD:LDHA:SLC25A3:OAS2:HMGB1:EPSTI1:SLC25A39:HEXIM1:PCTP:CD300A:B4GALT6:LYL1:VAMP8:REEP1:GCA:LARGE:PARVG:RPSA:ATG3:MBD4:TIPARP:MXD4:DAP:ACOT13:GPSM3:PNRC1:FOXO3:DYNLT1:BRI3:TMEM140	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_8H_BMDC_DN
Immunologic_signatures	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP	197	36	0.0029512293389926943	0.033752087651578416	MYCBP:ARV1:IRF2BP2:THNSL1:FANCF:C11orf82:MAGOHB:GXYLT1:SUOX:MRPS31:KBTBD7:DNAAF2:MOAP1:FAM98B:SNRPA1:SEPHS2:SLC25A39:PIGF:MCEE:METTL21A:PDE6D:IFT27:MRPS25:TLR1:TLR6:MRPL36:MBLAC2:PSMG4:TRIM27:TBCC:PHF14:GGCT:C7orf49:TTI2:FAM78A:TIMM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP
